timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2024-09-26T10:50:50,llama2_emissions,09efe8eb-2206-47c5-8b93-2c7e349a2345,3.427212715148926,4.1403972430360455e-05,1.2080946200784998e-05,75.0,0.0,32.36384582519531,7.13972250620524e-05,0.000385661697418,3.0741033108024564e-05,0.000487799955588,France,FRA,,,,Linux-5.15.0-116-generic-x86_64-with-glibc2.35,3.10.12,2.5.0,30,Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz,2,2 x Tesla V100S-PCIE-32GB,2.3387,48.8582,86.3035888671875,machine,N,1.0
2024-09-26T10:50:57,llama2_emissions,e659fb2f-c63e-404d-9c95-f857489a477a,3.441167116165161,4.1551977602306686e-05,1.2074966486548389e-05,75.0,0.0,32.36384582519531,7.168787221113842e-05,0.0003869775318039,3.087827112603008e-05,0.0004895436751411,France,FRA,,,,Linux-5.15.0-116-generic-x86_64-with-glibc2.35,3.10.12,2.5.0,30,Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz,2,2 x Tesla V100S-PCIE-32GB,2.3387,48.8582,86.3035888671875,machine,N,1.0
2024-09-26T10:51:04,llama2_emissions,c621d539-23e5-4029-a3a1-77c240eb1a7c,3.449439764022827,4.154998490399125e-05,1.2045429909329558e-05,75.0,988.5572891616536,32.36384582519531,7.186005512873332e-05,0.0003867408649479,3.0919278134736786e-05,0.0004895201982114,France,FRA,,,,Linux-5.15.0-116-generic-x86_64-with-glibc2.35,3.10.12,2.5.0,30,Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz,2,2 x Tesla V100S-PCIE-32GB,2.3387,48.8582,86.3035888671875,machine,N,1.0
2024-09-26T10:51:11,llama2_emissions,6d5bfe0b-1096-4956-8463-8a7f52188611,3.440545558929444,4.043750597705567e-05,1.1753224970995054e-05,75.0,0.0,32.36384582519531,7.16749628384908e-05,0.00037386557687,3.087301343251359e-05,0.000476413553141,France,FRA,,,,Linux-5.15.0-116-generic-x86_64-with-glibc2.35,3.10.12,2.5.0,30,Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz,2,2 x Tesla V100S-PCIE-32GB,2.3387,48.8582,86.3035888671875,machine,N,1.0
2024-09-26T10:51:17,llama2_emissions,1fc1d83b-6ce6-4531-9814-93588788d3a1,3.4458370208740234,4.153615590665856e-05,1.2054010580025364e-05,75.0,0.0,32.36384582519531,7.178510228792827e-05,0.00038667808712,3.089408278729024e-05,0.0004893572721952,France,FRA,,,,Linux-5.15.0-116-generic-x86_64-with-glibc2.35,3.10.12,2.5.0,30,Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz,2,2 x Tesla V100S-PCIE-32GB,2.3387,48.8582,86.3035888671875,machine,N,1.0
2024-09-26T10:51:27,llama2_emissions,6421d094-afc8-45f4-9807-71f3588e9151,3.441716194152832,4.149722913724984e-05,1.205713277804542e-05,75.0,858.072039146929,32.36384582519531,7.16981440782547e-05,0.000386379197992,3.082131528020302e-05,0.0004888986573504,France,FRA,,,,Linux-5.15.0-116-generic-x86_64-with-glibc2.35,3.10.12,2.5.0,30,Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz,2,2 x Tesla V100S-PCIE-32GB,2.3387,48.8582,86.3035888671875,machine,N,1.0
2024-09-26T10:51:34,llama2_emissions,2966f0c8-16e0-4213-a6d3-291769053018,3.4400887489318848,4.1477819434910486e-05,1.2057194584816731e-05,75.0,925.7791852616864,32.36384582519531,7.166536152362824e-05,0.000386162253374,3.084236748799715e-05,0.0004886699823856,France,FRA,,,,Linux-5.15.0-116-generic-x86_64-with-glibc2.35,3.10.12,2.5.0,30,Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz,2,2 x Tesla V100S-PCIE-32GB,2.3387,48.8582,86.3035888671875,machine,N,1.0
2024-09-26T10:51:40,llama2_emissions,52b64e56-e952-4e67-aaf1-6e5e1d2fa86c,3.442957878112793,4.151072816113392e-05,1.205670520252993e-05,75.0,0.0,32.36384582519531,7.172506054242452e-05,0.0003864386424839,3.0893992765631994e-05,0.000489057695792,France,FRA,,,,Linux-5.15.0-116-generic-x86_64-with-glibc2.35,3.10.12,2.5.0,30,Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz,2,2 x Tesla V100S-PCIE-32GB,2.3387,48.8582,86.3035888671875,machine,N,1.0
2024-09-26T10:51:47,llama2_emissions,a95ec3c8-cb6f-4272-88d6-51037033e9db,3.4365971088409424,4.149933496019729e-05,1.2075705602334552e-05,75.0,957.6874230824748,32.36384582519531,7.159259418646494e-05,0.0003865239203299,3.0806952538966163e-05,0.0004889234670554,France,FRA,,,,Linux-5.15.0-116-generic-x86_64-with-glibc2.35,3.10.12,2.5.0,30,Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz,2,2 x Tesla V100S-PCIE-32GB,2.3387,48.8582,86.3035888671875,machine,N,1.0
2024-09-26T10:51:54,llama2_emissions,ca973966-a788-43f7-a87c-217d074a6438,3.44285535812378,4.1547018554595306e-05,1.2067605005990376e-05,75.0,1214.420472307271,32.36384582519531,7.172310849030812e-05,0.000386908365082,3.0853776661494216e-05,0.0004894852502338,France,FRA,,,,Linux-5.15.0-116-generic-x86_64-with-glibc2.35,3.10.12,2.5.0,30,Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz,2,2 x Tesla V100S-PCIE-32GB,2.3387,48.8582,86.3035888671875,machine,N,1.0
